Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Brazil,Included / International,Price / International,Compare At Price / International,Status
sleeptea-iws-150g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0817/2686/5699/products/Sleeptea_fotos_camomila-maracuja_2_9d69baa2-df15-4634-be2f-c5077d23b10a.png?v=1693498446,2,,,,,,,,,,,,,,,,,,,,,,,,
sleeptea-iws-150g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0817/2686/5699/products/Sleeptea_fotos_camomila-maracuja_3_3d0fdb5c-ca80-4a58-b452-4dc4eb047c48.png?v=1693498446,3,,,,,,,,,,,,,,,,,,,,,,,,
sleeptea-iws-150g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0817/2686/5699/products/sleeptea_2.png?v=1693498446,4,,,,,,,,,,,,,,,,,,,,,,,,
sleeptea-iws-150g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0817/2686/5699/products/Sleeptea_fotos_camomila-maracuja_4_83f61e97-9728-4dd0-a92d-1661cebb5e98.png?v=1693498446,5,,,,,,,,,,,,,,,,,,,,,,,,
kit-03-melatonina-liquida-iws-maracuja,Kit 03 Melatonina Líquida IWS Maracujá,"<p style=""font-size: 18px; color: #741254; text-align: left;"">Este kit é composto por 3 unidades da Melatonina Líquida IWS 30ml sabor Maracujá 750 gotas (total 90ml, equivalente a 2.250 gotas). Economize pagando 2 frascos, e levando 3 😉</p>
<p style=""font-size: 18px; color: #741254;""><span style=""color: #741254;""><strong>O segredo para revolucionar suas noites de sono</strong></span></p>
<p>A Melatonina Líquida IWS é uma solução desenvolvida pela I wanna sleep para te ajudar a pegar no sono mais rápido, sem os riscos envolvidos no uso de medicamentos para dormir.</p>
<ul>
<li>
<strong data-mce-fragment=""1"">Formato líquido</strong><span> </span>(em gotas) <strong>facilita a dosagem</strong>, e possui uma<span> </span><strong>absorção mais rápida</strong> - até 10x mais rápida que cápsulas.</li>
</ul>
<ul>
<li>Delicioso<strong data-mce-fragment=""1""><span> </span>sabor de maracujá</strong>.</li>
</ul>
<ul>
<li>
<strong>Aprovado pela ANVISA</strong>.</li>
</ul>
<h3><br></h3>
<p style=""font-size: 18px; color: #ec009c; text-align: left;""> </p>",eÓtica,,Melatonina,dormir,true,Title,Default Title,,,,,3112x3,600.0,,0,deny,manual,99.90,159.00,true,true,,https://cdn.shopify.com/s/files/1/0817/2686/5699/products/kitmelatonina_3.png?v=1693498731,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
kit-03-melatonina-liquida-iws-maracuja,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0817/2686/5699/products/caixa_melatonina_e_melatonina.png?v=1693498731,2,,,,,,,,,,,,,,,,,,,,,,,,
kit-03-melatonina-liquida-iws-maracuja,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0817/2686/5699/products/melatonina-maracuja.png?v=1693498731,3,,,,,,,,,,,,,,,,,,,,,,,,
melatonina-liquida-iws-30ml-maracuja,Melatonina Líquida IWS 30ml Maracujá 750 gotas,"<p style=""font-size: 18px; color: #741254;""><span style=""color: #741254;""><strong>O segredo para revolucionar suas noites de sono</strong></span></p>
<p>A Melatonina Líquida IWS é uma solução desenvolvida pela I wanna sleep para te ajudar a pegar no sono mais rápido, sem os riscos envolvidos no uso de medicamentos para dormir.</p>
<ul>
<li>
<strong data-mce-fragment=""1"">Formato líquido</strong> (em gotas) <strong>facilita a dosagem</strong>, e possui uma <strong>absorção mais rápida</strong> - até 10x mais rápida que cápsulas.</li>
</ul>
<ul>
<li>Delicioso<strong data-mce-fragment=""1""> sabor de maracujá</strong>.</li>
</ul>
<ul>
<li>
<strong>Aprovado pela ANVISA</strong>.</li>
</ul>",eÓtica,,Melatonina,dormir,true,Title,Default Title,,,,,'3112,200.0,,0,deny,manual,59.90,99.00,true,true,,https://cdn.shopify.com/s/files/1/0817/2686/5699/products/vidro_melatonina.png?v=1693498815,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
melatonina-liquida-iws-30ml-maracuja,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0817/2686/5699/products/caixa_melatonina.png?v=1693498815,2,,,,,,,,,,,,,,,,,,,,,,,,
melatonina-liquida-iws-30ml-maracuja,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0817/2686/5699/products/vidro_melatonina_2.png?v=1693498815,3,,,,,,,,,,,,,,,,,,,,,,,,
