Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / Internacional,Compare At Price / Internacional,Status
smart-tv-50-lg-4k-uhd-50up7750-wifi-bluetooth-hdr-inteligencia-artificial-thinq-google-alexa-e-smart-magic-2021,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/tve.png?v=1663109814,2,,,,,,,,,,,,,,,,,,,,,,,,
smart-tv-50-lg-4k-uhd-50up7750-wifi-bluetooth-hdr-inteligencia-artificial-thinq-google-alexa-e-smart-magic-2021,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/tvg.png?v=1663109814,3,,,,,,,,,,,,,,,,,,,,,,,,
smart-tv-50-lg-4k-uhd-50up7750-wifi-bluetooth-hdr-inteligencia-artificial-thinq-google-alexa-e-smart-magic-2021,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/tvh.png?v=1663109814,4,,,,,,,,,,,,,,,,,,,,,,,,
notebook-inspiron-15-3000,Notebook Inspiron 15 3000,"<h2 id=""tech-specs-title"" class=""d-block border-top-with-gutters-5"">Especificações Completas</h2>
<div class=""anchor"" id=""tech-specs-anchor""><br></div>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Processador</div>
<p>Intel® Pentium® Gold 7505 (cache de 4MB, até 3.5GHz)</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Sistema operacional</div>
<div>(A Dell Technologies recomenda o Windows 11 Pro para empresas)</div>
<p>Windows 11 Home Single Language, Português</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Placa de vídeo<span> </span><span data-message=""O benefício Iris® para produtos com placas de vídeo Intel® Iris® Xe estão disponíveis apenas com dois módulos de memória"" data-title=""Detalhes importantes"" data-close-label=""Fechar"" class=""smart-modal upd-technote"" aria-haspopup=""dialog"" role=""button"" tabindex=""0"">*</span>
</div>
<p>Placa de vídeo Intel® UHD com memória gráfica compartilhada</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Tela<span> </span><span data-message=""Os modelos com Tela Touch Full HD não são compatíveis com canetas."" data-title=""Detalhes importantes"" data-close-label=""Fechar"" class=""smart-modal upd-technote"" aria-haspopup=""dialog"" role=""button"" tabindex=""0"">*</span>
</div>
<p>Full HD de 15.6"" (1920 x 1080) WVA</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Memória<span> </span><span style=""box-sizing: border-box; border: 0px; padding: 0px; margin: 0px 0px 1px 0.125rem; background: url('//www.dellcdn.com/support/staticcdn/core/svg/dtsrc/alert-info-cir.svg') 0% 0% / 1rem no-repeat; cursor: pointer; display: inline-block; height: 1rem; user-select: none; width: 1rem; font-size: 0px; vertical-align: text-bottom;"" data-title=""Detalhes importantes"" data-close-label=""Fechar"" class=""smart-modal upd-technote"" aria-haspopup=""dialog"" role=""button"" tabindex=""0"" data-message='&lt;p&gt;Quanto mais memória o seu computador tiver, mais aplicativos você poderá utilizar de uma só vez e mais rápido será o carregamento de páginas e arquivos.&lt;br /&gt;&lt;br /&gt;Para acessar informações sobre velocidade e barramento de memória &lt;a href=""//www.dell.com/pt-br/shop/help-me-choose/cp/hmc-memory-consumer""&gt;clique aqui.&lt;/a&gt;&lt;/p&gt;&lt;p&gt;&lt;/p&gt;&lt;p&gt;*Produtos G series (Dell G15) não tem suporte para a tecnologia Intel® XMP.&lt;/p&gt;'>*</span>
</div>
<p>Memória de 4GB (1x4GB), DDR4, 2666MHz; Expansível até 16GB (2 slots soDIMM)</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Armazenamento<span> </span><span data-message=""Os HDs apresentam o melhor custo-benefício, com capacidade para guardar grande volume de dados. Os SSDs, sem nenhuma parte mecânica, possuem um menor peso, durabilidade maior e fornecem desempenho alto para inicialização, abertura e carregamento de dados. Os HDs híbridos ou SSHDs combinam as duas tecnologias: a alta velocidade do SSD com a alta capacidade de armazenamento de um disco rígido."" data-title=""Detalhes importantes"" data-close-label=""Fechar"" class=""smart-modal upd-technote"" aria-haspopup=""dialog"" role=""button"" tabindex=""0"">*</span>
</div>
<p>SSD de 128GB PCIe NVMe M.2</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Cor</div>
<p>Apollo - Preto Carbono</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Microsoft Office<span> </span><span style=""box-sizing: border-box; border: 0px; padding: 0px; margin: 0px 0px 1px 0.125rem; background: url('//www.dellcdn.com/support/staticcdn/core/svg/dtsrc/alert-info-cir.svg') 0% 0% / 1rem no-repeat; cursor: pointer; display: inline-block; height: 1rem; user-select: none; width: 1rem; font-size: 0px; vertical-align: text-bottom;"" data-title=""Detalhes importantes"" data-close-label=""Fechar"" class=""smart-modal upd-technote"" aria-haspopup=""dialog"" role=""button"" tabindex=""0"" data-message='Pacotes Office e Microsoft 365 podem ser adquiridos na próxima etapa de compra e estão disponíveis apenas para sistema operacional Windows.&lt;br /&gt;Atenção: Certifique-se de ativar o Office o mais breve possível. A oferta expira 180 dias após a ativação do Windows. Para mais informações &lt;a href=""https://support.office.com/pt-br/article/ativar-o-office-5bd38f38-db92-448b-a982-ad170b1e187e?ui=pt-BR&amp;rs=pt-BR&amp;ad=BR"" target=""_blank"" rel=""noopener""&gt;clique aqui&lt;/a&gt;.'>*</span>
</div>
<p>Sem Microsoft Office - Avaliação de 30 dias</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Software de Segurança</div>
<p>McAfee® LiveSafe™ - 1 ano</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Assistência técnica<span> </span><span style=""box-sizing: border-box; border: 0px; padding: 0px; margin: 0px 0px 1px 0.125rem; background: url('//www.dellcdn.com/support/staticcdn/core/svg/dtsrc/alert-info-cir.svg') 0% 0% / 1rem no-repeat; cursor: pointer; display: inline-block; height: 1rem; user-select: none; width: 1rem; font-size: 0px; vertical-align: text-bottom;"" data-message='A Dell oferece assistências com cobertura mais completa e por um período de mais anos que podem ser adquiridas na próxima etapa de compra. &lt;a href=""//www.dell.com/pt-br/work/lp/servicos-empresariais""&gt;Clique aqui&lt;/a&gt; e conheça os serviços de assistência disponíveis.' data-title=""Detalhes importantes"" data-close-label=""Fechar"" class=""smart-modal upd-technote"" aria-haspopup=""dialog"" role=""button"" tabindex=""0"">*</span>
</div>
<p>1 ano de garantia básica via correios</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Complete Care</div>
<p>Sem Complete Care</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Teclado</div>
<p>Teclado padrão em português, com leitor de impressão digital (compatível apenas com Windows)</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Portas</div>
<p>2 portas USB 3.2 de 1<sup>ª</sup><span> </span>geração<br>1 porta USB 2.0<br>1 conector de áudio<br>1 porta HDMI 1.4</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Slots</div>
<p>1 slot M.2 2230 para placa de WiFi e Bluetooth<br>1 slot M.2 2230/2280 para unidade de estado sólido (SSD)/Intel Optane (não possui slot SATA)<br>1 slot de cartão SD</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Dimensões</div>
<p>Altura (frontal): 17,50 mm (0,68"") Altura (traseira): 18,99 mm (0,74"") Largura: 358,50 mm (14,11"") Profundidade: 235,56 mm (9,27"") Peso: 1,85 kg (4,07 lb)<span data-message=""Os pesos variam com as configurações e as condições de fabricação."" data-title=""Detalhes importantes"" data-close-label=""Fechar"" class=""smart-modal upd-technote"" aria-haspopup=""dialog"" role=""button"" tabindex=""0"">*</span></p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Câmera</div>
<p>Câmera HD de 720p a 30 FPS com microfone único integrado</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Áudio e alto-falantes</div>
<p>Alto-falantes estéreo, 2 de 2 W = 4 W no total</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0""><span>Chassi</span></div>
<p>Policarbonato</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Wireless</div>
<p>Placa de rede 802.11ac, WiFi 1x1 e Bluetooth</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Bateria principal</div>
<p>Bateria de 4 células e 54Wh (integrada)</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Energia</div>
<p>Adaptador CA de 65 Watts</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Regulamentação</div>
<p>ENERGY STAR<br><br><a href=""https://www.dell.com/learn/product-info-datasheets-safety-emc-environmental?s=corp"" target=""_blank"">Data sheets de segurança do produto, da EMC e ambientais</a> (em inglês)<br><a href=""https://www.dell.com/learn/regulatory-compliance?s=corp"" target=""_blank"">Página inicial de conformidade com normas da Dell</a> <br><a href=""https://corporate.delltechnologies.com/pt-br/social-impact/advancing-sustainability/sustainable-supply-chain/environment.htm"" target=""_blank"">A Dell e o meio ambiente</a></p>
</li>
</ul>",Cia do Lar,,,"",true,Title,Default Title,,,,,421,0.0,shopify,197,deny,manual,699.90,1399.90,true,true,"",https://cdn.shopify.com/s/files/1/0664/3479/3718/products/in3511nt_cnb_00000ff090_bk.png?v=1663109808,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
notebook-gamer-dell-g15,Notebook Gamer Dell G15,"<h2 id=""tech-specs-title"" class=""d-block border-top-with-gutters-5"">Especificações Completas</h2>
<div class=""anchor"" id=""tech-specs-anchor""><br></div>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Processador</div>
<p>11ª geração de Intel® Core™ i5-11400H (6-core, cache de 12MB, até 4.5GHz)</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Sistema operacional</div>
<div>(A Dell Technologies recomenda o Windows 11 Pro para empresas)</div>
<p>Windows 11 Home Single Language, Português</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Placa de vídeo<span> </span><span data-message=""O benefício Iris® para produtos com placas de vídeo Intel® Iris® Xe estão disponíveis apenas com dois módulos de memória"" data-title=""Detalhes importantes"" data-close-label=""Fechar"" class=""smart-modal upd-technote"" aria-haspopup=""dialog"" role=""button"" tabindex=""0"">*</span>
</div>
<p>Placa de vídeo NVIDIA® GeForce® RTX™ 3050, 4GB GDDR6</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Tela<span> </span><span data-message=""Os modelos com Tela Touch Full HD não são compatíveis com canetas."" data-title=""Detalhes importantes"" data-close-label=""Fechar"" class=""smart-modal upd-technote"" aria-haspopup=""dialog"" role=""button"" tabindex=""0"">*</span>
</div>
<p>Full HD de 15.6"" (1920 x 1080), 120Hz, 250 nits, WVA</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Memória<span> </span><span style=""box-sizing: border-box; border: 0px; padding: 0px; margin: 0px 0px 1px 0.125rem; background: url('//www.dellcdn.com/support/staticcdn/core/svg/dtsrc/alert-info-cir.svg') 0% 0% / 1rem no-repeat; cursor: pointer; display: inline-block; height: 1rem; user-select: none; width: 1rem; font-size: 0px; vertical-align: text-bottom;"" data-title=""Detalhes importantes"" data-close-label=""Fechar"" class=""smart-modal upd-technote"" aria-haspopup=""dialog"" role=""button"" tabindex=""0"" data-message='&lt;p&gt;Quanto mais memória o seu computador tiver, mais aplicativos você poderá utilizar de uma só vez e mais rápido será o carregamento de páginas e arquivos.&lt;br /&gt;&lt;br /&gt;Para acessar informações sobre velocidade e barramento de memória &lt;a href=""//www.dell.com/pt-br/shop/help-me-choose/cp/hmc-memory-consumer""&gt;clique aqui.&lt;/a&gt;&lt;/p&gt;&lt;p&gt;&lt;/p&gt;&lt;p&gt;*Produtos G series (Dell G15) não tem suporte para a tecnologia Intel® XMP.&lt;/p&gt;'>*</span>
</div>
<p>Memória de 8GB (1x8GB), DDR4, 3200MHz; Expansível até 32GB (2 slots soDIMM)</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Armazenamento<span> </span><span data-message=""Os HDs apresentam o melhor custo-benefício, com capacidade para guardar grande volume de dados. Os SSDs, sem nenhuma parte mecânica, possuem um menor peso, durabilidade maior e fornecem desempenho alto para inicialização, abertura e carregamento de dados. Os HDs híbridos ou SSHDs combinam as duas tecnologias: a alta velocidade do SSD com a alta capacidade de armazenamento de um disco rígido."" data-title=""Detalhes importantes"" data-close-label=""Fechar"" class=""smart-modal upd-technote"" aria-haspopup=""dialog"" role=""button"" tabindex=""0"">*</span>
</div>
<p>SSD de 512GB PCIe NVMe M.2</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Cor</div>
<p>Dark Shadow - Grafite</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Microsoft Office<span> </span><span style=""box-sizing: border-box; border: 0px; padding: 0px; margin: 0px 0px 1px 0.125rem; background: url('//www.dellcdn.com/support/staticcdn/core/svg/dtsrc/alert-info-cir.svg') 0% 0% / 1rem no-repeat; cursor: pointer; display: inline-block; height: 1rem; user-select: none; width: 1rem; font-size: 0px; vertical-align: text-bottom;"" data-title=""Detalhes importantes"" data-close-label=""Fechar"" class=""smart-modal upd-technote"" aria-haspopup=""dialog"" role=""button"" tabindex=""0"" data-message='Pacotes Office e Microsoft 365 podem ser adquiridos na próxima etapa de compra e estão disponíveis apenas para sistema operacional Windows.&lt;br /&gt;Atenção: Certifique-se de ativar o Office o mais breve possível. A oferta expira 180 dias após a ativação do Windows. Para mais informações &lt;a href=""https://support.office.com/pt-br/article/ativar-o-office-5bd38f38-db92-448b-a982-ad170b1e187e?ui=pt-BR&amp;rs=pt-BR&amp;ad=BR"" target=""_blank"" rel=""noopener""&gt;clique aqui&lt;/a&gt;.'>*</span>
</div>
<p>Sem Microsoft Office - Avaliação de 30 dias</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Software de Segurança</div>
<p>McAfee® LiveSafe™ - 1 ano</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Assistência técnica<span> </span><span style=""box-sizing: border-box; border: 0px; padding: 0px; margin: 0px 0px 1px 0.125rem; background: url('//www.dellcdn.com/support/staticcdn/core/svg/dtsrc/alert-info-cir.svg') 0% 0% / 1rem no-repeat; cursor: pointer; display: inline-block; height: 1rem; user-select: none; width: 1rem; font-size: 0px; vertical-align: text-bottom;"" data-message='A Dell oferece assistências com cobertura mais completa e por um período de mais anos que podem ser adquiridas na próxima etapa de compra. &lt;a href=""//www.dell.com/pt-br/work/lp/servicos-empresariais""&gt;Clique aqui&lt;/a&gt; e conheça os serviços de assistência disponíveis.' data-title=""Detalhes importantes"" data-close-label=""Fechar"" class=""smart-modal upd-technote"" aria-haspopup=""dialog"" role=""button"" tabindex=""0"">*</span>
</div>
<p>1 ano de garantia básica via correios</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Complete Care</div>
<p>Sem Complete Care</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Teclado</div>
<p>Teclado retroiluminado RGB 4-zones, em inglês, com teclado númerico e G-key</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Portas</div>
<p><strong>Para computadores fornecidos com NVIDIA<sup>®</sup><span> </span>GeForce RTX™ 3050:</strong><br>1 USB 2.0 HiSpeed<br>1 USB 2.0 HiSpeed com PowerShare<br>1 Porta USB Type-C com DisplayPort em modo alternativo<br>1 USB 3.2 SuperSpeed<br>1 HDMI<br>1 Entrada de energia<br>1 RJ45<br>1 Entrada de fones de ouvido/microfone<br><br><strong>Para computadores fornecidos com NVIDIA® GeForce RTX™ 3060:</strong><br>2 USB 3.2 SuperSpeed<br>1 USB 3.2 de 1ª geração com PowerShare<br>1 Porta Thunderbolt 3 USB Type-C com DisplayPort em modo alternativo<br>1 HDMI<br>1 Entrada de energia<br>1 RJ45<br>1 Entrada de fones de ouvido/microfone</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Slots</div>
<p>N/D</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Dimensões</div>
<p>Altura: 2,49cm x Largura: 35,726cm x Profundidade: 27,283cm<br>Peso inicial: 2,559 kg<span data-message=""Os pesos variam de acordo com as configurações e as condições de fabricação."" data-title=""Detalhes importantes"" data-close-label=""Fechar"" class=""smart-modal upd-technote"" aria-haspopup=""dialog"" role=""button"" tabindex=""0"">*</span></p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Câmera</div>
<p>Câmera HD RGB com microfones de array digital no conjunto da câmera</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Áudio e alto-falantes</div>
<p>1 porta de headset (conjunto de fones de ouvido e microfone)<br>Alto-falantes estéreos com Realtek ALC3254, 2 W x 2,5 W<br>Microfones de dual array</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0""><span>Chassi</span></div>
<p>Acabamento em policarbonato</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Wireless</div>
<p>Placa de rede Killer™ Wireless™ AX1650 (2x2, 802.11ax) + Bluetooth</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Bateria principal</div>
<p>Bateria de 3 células e 56 Wh (integrada)</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Energia</div>
<p>Adaptador CA de 180 Watts</p>
</li>
</ul>
</ul>
<span> </span>
<ul class=""specs list-unstyled"">
<li class=""mb-2"">
<div class=""h5 font-weight-bold mb-0"">Regulamentação</div>
<p> </p>
<p><a href=""https://www.dell.com/learn/product-info-datasheets-safety-emc-environmental?s=corp"">Data sheets de segurança do produto, da EMC e ambientais</a> (em inglês)<br><a href=""https://www.dell.com/learn/regulatory-compliance?s=corp"">Página inicial de conformidade com normas da Dell</a><br><a href=""https://www.dell.com/learn/dell-environment?s=corp"">A Dell e o meio ambiente</a> </p>
</li>
</ul>",Cia do Lar,,,"",true,Title,Default Title,,,,,311,0.0,shopify,97,deny,manual,1399.99,4899.90,true,true,"",https://cdn.shopify.com/s/files/1/0664/3479/3718/products/laptops_g-series_g15_5511_dark_shadow_gray_rgb_kb_media_gallery_2.png?v=1663109806,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
notebook-gamer-dell-g15,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/laptops_g-series_g15_5511_dark_shadow_gray_rgb_kb_media_gallery_3.png?v=1663109806,2,,,,,,,,,,,,,,,,,,,,,,,,
notebook-gamer-dell-g15,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/laptops_g-series_g15_5511_dark_shadow_gray_rgb_kb_media_gallery_1.png?v=1663109806,3,,,,,,,,,,,,,,,,,,,,,,,,
micro-ondas-electrolux-31l-bivolt,Micro-ondas Electrolux 31L - Bivolt,"<span data-mce-fragment=""1"">Micro-ondas MI41S da Electrolux. Este modelo possui 31 litros de capacidade, além de ser super moderno. A porta é espelhada oferecendo mais modernidade para a sua cozinha e o painel é integrado com o puxador embutido, ou seja, as principais funções estarão sempre a mão, deixando o seu dia a dia muito mais prático. Ele tem ainda 12 receitas pré programadas, diversas teclas que facilitam o preparo de alimentos, trava para sua maior segurança e uma função super moderna, um códigos de QR Code disponibilizado no próprio aparelho com o link de vídeos ensinando o passo a passo das receitas dos menus.</span>",ciadolarcenter,,,"",true,Title,Default Title,,,,,132,0.0,shopify,312,deny,manual,349.90,549.90,true,true,"",https://cdn.shopify.com/s/files/1/0664/3479/3718/products/6102255-1200-auto_720x720_crop_center_de10dda1-efc1-467a-a022-30861176b778.jpg?v=1663109803,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
micro-ondas-electrolux-31l-bivolt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/6102263-1200-auto_720x720_crop_center_45424f45-0887-42a2-8d8d-0c9dff6badae.jpg?v=1663109803,2,,,,,,,,,,,,,,,,,,,,,,,,
micro-ondas-electrolux-31l-bivolt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/6102265-1200-auto_720x720_crop_center_e3f09ef3-7ab3-4840-979b-dde7199fe4dc.jpg?v=1663109803,3,,,,,,,,,,,,,,,,,,,,,,,,
micro-ondas-electrolux-31l-bivolt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/6102260-1200-auto_720x720_crop_center_61385c4c-6094-4d5c-9e26-7b90d64d07b3.jpg?v=1663109803,4,,,,,,,,,,,,,,,,,,,,,,,,
micro-ondas-electrolux-31l-bivolt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/6102257-1200-auto_720x720_crop_center_ccb7fa4e-484a-4a75-9fe0-2a057759f028.jpg?v=1663109803,5,,,,,,,,,,,,,,,,,,,,,,,,
