Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / Internacional,Compare At Price / Internacional,Status
smartphone-xiaomi-redmi-10a-dual-chip-android-tela-6-53-64gb-camera-tripla-13mp-cinza,"Smartphone Xiaomi Redmi 10A Dual Chip Android Tela 6,53 64GB Câmera Tripla 13MP Cinza","<span data-mce-fragment=""1"">Descubra agora seis motivos para você escolher o </span><strong data-mce-fragment=""1"">Smartphone Xiaomi Redmi 10A Dual Chip Android Tela 6,53” 64GB Câmera Tripla 13MP Cinza</strong><span data-mce-fragment=""1""> como o seu novo smartphone! Com a bateria de 5000mAh você nunca mais vai se preocupar em ficar sem energia. Ouça suas playlists por até 6 dias, maratone até 19 horas das suas séries e filmes favoritos, converse com a família ou amigos por até 32 horas de chamadas contínuas e navegue na web até se cansar.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">O processador octa-core Helio G25 alcança até 2,0GHz e consome pouca energia, garantindo mais horas para as suas gameplays sem travamentos e com a estabilidade que você precisa. A tela de 6,53” com brilho de 400 nits traz imagens nítidas para streaming, jogos, fotografias, leituras e todo o entretenimento que faz parte da sua vida com total riqueza de detalhes e cores que vão te impressionar. O modo de tela de luz solar, permite que você visualize o seu conteúdo mesmo contra luz intensa.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Câmeras! A câmera principal de 13MP + 2MP de profundidade com HDR padrão e IA 5.0 é perfeita para fotos com nitidez e amplitude para registrar paisagens panorâmicas, cenários urbanos com otimização inteligente de 27 cenas para fazer jus a beleza de tudo o que você valoriza. Já a câmera frontal de 5MP, captura os seus melhores ângulos entregando Selfies perfeitas. Explore o modo retrato, caleidoscópio para vídeos curtos e divertidos, modo embelezamento e outras funções inteligentes que só melhoram as suas imagens.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Características</strong><span data-mce-fragment=""1""></span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Processador: Octa-Core</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Android 11</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Tamanho (Tela Principal): 6,53” </span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Velocidade do Processador: Até 2.0GHz</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Memória RAM: 3GB</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Resolução das Câmeras Traseiras: 13MP+2MP</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Flash: Sim </span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Resolução da Câmera Frontal: 5 MP</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Bluetooth: Sim.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Conexão Wi-Fi: Sim</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">NFC: Não</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Sensores: Acelerômetro, Proximidade, Sensor de luz ambiente, Motor de vibração, Sensor de impressão digital lateral; </span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Chip: Dual SIM</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Entrada para SD Card</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Memória externa: Micro SD </span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Capacidade: 5000mAh</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">*Imagens meramente ilustrativas</strong><span data-mce-fragment=""1""></span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">*</span><strong data-mce-fragment=""1"">***Produtos eletrônicos não poderão ser devolvidos ou trocados em lojas físicas. A troca deverá ser realizada exclusivamente pelo canal do e-commerce. Para maiores informações sobre o procedimento, visite a nossa política de troca e conheça nossos prazos.**</strong>",Cia do Lar,,,"",true,Title,Default Title,,,,,"",0.0,shopify,176,deny,manual,1099.00,1799.12,true,true,"",https://cdn.shopify.com/s/files/1/0664/3479/3718/products/smartphone-xiaomi-redmi-10a-tela-653-3gb-64gb-9350.jpg?v=1663109837,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
smartphone-xiaomi-redmi-10a-dual-chip-android-tela-6-53-64gb-camera-tripla-13mp-cinza,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/photo_628e333bbd00f.jpg?v=1663109837,2,,,,,,,,,,,,,,,,,,,,,,,,
smartphone-xiaomi-redmi-10a-dual-chip-android-tela-6-53-64gb-camera-tripla-13mp-cinza,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/3889_smartphone-xiaomi-redmi-10c-4gb-64gb-c00343_z2_637878024956422589.png?v=1663109837,3,,,,,,,,,,,,,,,,,,,,,,,,
smartphone-xiaomi-poco-x3-pro-128gb-6gb-ram,Smartphone Xiaomi Poco X3 Pro 128gb 6gb Ram,"<h2 class=""title__TitleUI-sc-1eypgxa-1 cZeqMA"" data-mce-fragment=""1"">Informações do produto</h2>
<svg viewbox=""0 0 18 11"" aria-labelledby=""setinha1Icon setinha1Desc"" class=""title__ArrowIconUI-sc-1eypgxa-2 jmnTBo"" data-mce-fragment=""1""></svg>
<div class=""src__ContentWrapper-sc-162vcai-1 eNAcQX"" style=""max-height: 1668px;"" data-mce-fragment=""1"" data-mce-style=""max-height: 1668px;"">
<div class=""src__Content-sc-162vcai-2 cxFQiy"" data-mce-fragment=""1"">
<div class=""src__WrapperProductInfo-sc-13f3i2j-0 dxVsxo"" data-mce-fragment=""1"">
<div class=""src__Container-sc-13f3i2j-3 eUhMnK"" data-mce-fragment=""1"">
<div class=""src__Description-sc-13f3i2j-2 bqnMru"" data-mce-fragment=""1"">Sistema operacional<br data-mce-fragment=""1""><br data-mce-fragment=""1""> Nome do sistema operacional - Android<br data-mce-fragment=""1""> Versão do sistema operacional - 11<br data-mce-fragment=""1""> Camada de personalização do sistema operacional - miui 12<br data-mce-fragment=""1""><br data-mce-fragment=""1""> Câmera<br data-mce-fragment=""1""><br data-mce-fragment=""1""> Resolução da câmera traseira principal - 48 Mpx<br data-mce-fragment=""1""> Resolução de vídeo da câmera traseira - 3840 px x 2160 px<br data-mce-fragment=""1""> Resolução da câmera frontal principal - 20 Mpx<br data-mce-fragment=""1""> Com câmera - Sim<br data-mce-fragment=""1""> Características principais das câmeras - Dual LED Flash, Panorama, hdr, Night mode, Dual video<br data-mce-fragment=""1""> Quantidade de câmeras traseiras - 4<br data-mce-fragment=""1""> Resolução das câmeras traseiras - 48 Mpx/8 Mpx/2 Mpx/2 Mpx<br data-mce-fragment=""1""> Abertura do diafragma da câmera traseira - f 1.79/f 2.2/f 2.4/f 2.4<br data-mce-fragment=""1""> Quantidade de câmeras frontais - 1<br data-mce-fragment=""1""> Resolução de vídeo da câmera frontal - 1920 px x 1080 px<br data-mce-fragment=""1""> Abertura do diafragma da câmera frontal - f 2.2<br data-mce-fragment=""1""><br data-mce-fragment=""1""> Seguridade<br data-mce-fragment=""1""><br data-mce-fragment=""1""> Com leitor de impressão digital - Sim<br data-mce-fragment=""1""> Com reconhecimento facial - Sim<br data-mce-fragment=""1""><br data-mce-fragment=""1""> Conectividade<br data-mce-fragment=""1""><br data-mce-fragment=""1""> Rede - 4G/LTE<br data-mce-fragment=""1""> Tipo de conector de carregamento - usb-c<br data-mce-fragment=""1""> Com conector USB - Sim<br data-mce-fragment=""1""> Com jack 3.5 - Sim<br data-mce-fragment=""1""> Com Wi-Fi - Sim<br data-mce-fragment=""1""> Com gps - Sim<br data-mce-fragment=""1""> Com Bluetooth - Sim<br data-mce-fragment=""1""><br data-mce-fragment=""1""> Sensores<br data-mce-fragment=""1""><br data-mce-fragment=""1""> Com acelerômetro - Sim<br data-mce-fragment=""1""> Com sensor de proximidade - Sim<br data-mce-fragment=""1""> Com giroscópio - Sim<br data-mce-fragment=""1""> Com bússola - Sim<br data-mce-fragment=""1""><br data-mce-fragment=""1""> Memória<br data-mce-fragment=""1""><br data-mce-fragment=""1""> Memória interna - 256 gb<br data-mce-fragment=""1""> Memória ram - 8 gb<br data-mce-fragment=""1""> Com ranhura para cartão de memória - Sim<br data-mce-fragment=""1""> Tipos de cartão de memória - MicroSD<br data-mce-fragment=""1""> Capacidade máxima do cartão de memória - 1 tb<br data-mce-fragment=""1""><br data-mce-fragment=""1""> Tela<br data-mce-fragment=""1""><br data-mce-fragment=""1""> Tamanho da tela - 6.67 ""<br data-mce-fragment=""1""> Tipo de resolução da tela - Full hd +<br data-mce-fragment=""1""> Resolução da tela - 1080 px x 2400 px<br data-mce-fragment=""1""> Tecnologia da tela - ips<br data-mce-fragment=""1""> Tipo de tela - Dot Display<br data-mce-fragment=""1""> Proporção da tela - 20 - 9<br data-mce-fragment=""1""> Pixels por polegada - 395 ppi<br data-mce-fragment=""1""> Taxa de atualização da tela - 120 Hz<br data-mce-fragment=""1""> Brilho máximo da tela - 450 cd/m²<br data-mce-fragment=""1""> Com tela tátil - Sim<br data-mce-fragment=""1""><br data-mce-fragment=""1""> Bateria<br data-mce-fragment=""1""><br data-mce-fragment=""1""> Capacidade da bateria - 5160 mAh<br data-mce-fragment=""1""> Tipo de bateria - Polímero de lítio<br data-mce-fragment=""1""> Com carregamento rápido - Sim<br data-mce-fragment=""1""> Com bateria removível - Não<br data-mce-fragment=""1""><br data-mce-fragment=""1""> Design e resistência<br data-mce-fragment=""1""><br data-mce-fragment=""1""> Com teclado qwerty físico - Não<br data-mce-fragment=""1""> é resistente a salpicos - Sim<br data-mce-fragment=""1""> é resistente ao pó - Sim<br data-mce-fragment=""1""> é resistente a quedas - Sim<br data-mce-fragment=""1""> Classificação ip - IP53<br data-mce-fragment=""1""><br data-mce-fragment=""1""> Processador<br data-mce-fragment=""1""><br data-mce-fragment=""1""> Modelo do processador - Snapdragon 860<br data-mce-fragment=""1""> Modelos de cpu - 1x2.96 GHz Kryo 485 Gold, 3x2.42 GHz Kryo 485 Gold, 4x1.78 GHz Kryo 485 Silver<br data-mce-fragment=""1""> Quantidade de núcleos do processador - 8<br data-mce-fragment=""1""> Velocidade do processador - 2.96 GHz<br data-mce-fragment=""1""> Modelo de gpu - Adreno 640<br data-mce-fragment=""1""><br data-mce-fragment=""1""> Peso e dimensões<br data-mce-fragment=""1""><br data-mce-fragment=""1""> Peso - 215 g<br data-mce-fragment=""1""> Altura x Largura x Profundidade - 165.3 mm x 76.8 mm x 9.4 mm</div>
</div>
</div>
</div>
</div>",imperiolarofc,,,"",true,Cor,Preto,,,,,"",0.0,shopify,677,deny,manual,499.90,,true,true,"",https://cdn.shopify.com/s/files/1/0664/3479/3718/products/specs-01.png?v=1663109833,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
smartphone-xiaomi-poco-x3-pro-128gb-6gb-ram,,,,,,,,,Bronze,,,,,"",0.0,shopify,345,deny,manual,499.90,,true,true,"",https://cdn.shopify.com/s/files/1/0664/3479/3718/products/xiaomi-poco-x3-pro-128gb-6-gb-ram-3.jpg?v=1663109833,2,,,,,,,,,,,,,,,,,,,kg,,,,,
smartphone-xiaomi-poco-x3-pro-128gb-6gb-ram,,,,,,,,,Azul,,,,,"",0.0,shopify,122,deny,manual,499.90,,true,true,"",https://cdn.shopify.com/s/files/1/0664/3479/3718/products/1086077_smartphone-xiaomi-poco-x3-pro-128gb-6gb-ram-tela-6-67-cameras-de-48mp-8mp-2mp-2mp-camera-frontal-20mp-dual-chip-android-11-miui-bateria-5160mah-azul_m5_637576378160653372.jpg?v=1663109833,3,,,,,,,,,,,,,,,,,,,kg,,,,,
smartphone-xiaomi-poco-x3-pro-128gb-6gb-ram,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/fasasf.png?v=1663109833,4,,,,,,,,,,,,,,,,,,,,,,,,
smartphone-xiaomi-poco-x3-pro-128gb-6gb-ram,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/24912831.jpg?v=1663109833,5,,,,,,,,,,,,,,,,,,,,,,,,
smartphone-samsung-galaxy-a32-128gb-4g-wi-fi-tela-6-4-dual-chip-4gb-ram-camera-quadrupla-selfie-20mp-azul,Smartphone Samsung Galaxy A32 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 20MP - Azul,"<div class=""title__TitleContainer-sc-1eypgxa-0 kQDpVW"" data-mce-fragment=""1"">
<h2 class=""title__TitleUI-sc-1eypgxa-1 cZeqMA"" data-mce-fragment=""1"">Ficha Técnica</h2>
</div>
<div class=""src__ContentWrapper-sc-162vcai-1 eNAcQX"" data-mce-fragment=""1"">
<div class=""src__Content-sc-162vcai-2 cxFQiy"" data-mce-fragment=""1"">
<div class=""src__DeskWrapper-sc-70o4ee-4 kgeEqy"" data-mce-fragment=""1"">
<table class=""src__SpecsCell-sc-70o4ee-5 gYhGqJ"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Código</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">2969966651</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Código de barras</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">7892509117722</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Tipo de Chip</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Nano Chip</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Sistema Operacional</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Android</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Versão S.O.</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Android 11.0</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Tipo de Tela</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Super AMOLED</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Tamanho do Display</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">6.4""</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Resolução</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">1080 x 2400 (FHD+)</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Multichip</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Dual Chip</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Câmera Traseira</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">64MP + 8MP + 5MP + 2MP</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Câmera Frontal</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">20MP</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Filmadora</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Full HD</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Sintonizador de TV</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Não possui</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">NFC</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Sim</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Processador</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Octa-Core 2GHz</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Memória RAM</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">4GB</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Memória Interna</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">128GB</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Expansivo até?</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">MicroSD até 1TB</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Banda</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">4G Bandas B1(2100),B2(1900),B3(1800),B4(AWS),B5(850),B7(2600),B8(900),B12(700),B13(700),B17(700),B20(800),B26(850),B28(700),B66(AWS-3)</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Conexões</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Wi-Fi,3G,4G</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Alimentação, tipo de bateria</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Bateria de Íons de Lítio de 5000mAh Bivolt</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Modelo</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">SM-A325M/DS</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Cor</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Azul</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Conteúdo da Embalagem</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Aparelho celular, Carregador, Cabo USB, Extrator de Chip e Manual do usuário</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Garantia do Fornecedor</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">12 Meses</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Dimensões do produto - cm (AxLxP)</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">158.0 x 73.6 x 8.4 mm</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Peso liq. aproximado do produto (Kg)</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">184g</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Referência do Modelo</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Galaxy A32</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">SAC</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">4004-0000 (Capitais e grandes centros) ou 0800-124-421 (Demais cidades e regiões)</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Código de homologação (Anatel)</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">4242100953</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Recursos de chamada</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Viva Voz, Chamada em espera, Discagem rápida, Registo de chamadas, Chamada por comando de voz</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Fabricante</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Samsung</td>
</tr>
<tr class=""src__View-sc-70o4ee-6 fWIYEf"" data-mce-fragment=""1"">
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Marca</td>
<td class=""src__Text-sc-70o4ee-7 iHQLKS"" data-mce-fragment=""1"">Samsung</td>
</tr>
</tbody>
</table>
</div>
</div>
</div>",ciadolarcenter,,,"",true,Title,Default Title,,,,,45,0.0,shopify,193,deny,manual,1109.99,1449.90,true,true,"",https://cdn.shopify.com/s/files/1/0664/3479/3718/products/1_720x720_crop_center_967225a5-304d-4d51-8c76-100a2e3348d5.png?v=1663109827,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
smartphone-samsung-galaxy-a32-128gb-4g-wi-fi-tela-6-4-dual-chip-4gb-ram-camera-quadrupla-selfie-20mp-azul,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/2_720x720_crop_center_2b935513-fb84-4143-a5be-8d3c51fe52f1.png?v=1663109827,2,,,,,,,,,,,,,,,,,,,,,,,,
smartphone-samsung-galaxy-a32-128gb-4g-wi-fi-tela-6-4-dual-chip-4gb-ram-camera-quadrupla-selfie-20mp-azul,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/3_720x720_crop_center_c36f2b7a-9e1c-4c1d-81a7-e3069f46ee2b.png?v=1663109827,3,,,,,,,,,,,,,,,,,,,,,,,,
smartphone-samsung-galaxy-a32-128gb-4g-wi-fi-tela-6-4-dual-chip-4gb-ram-camera-quadrupla-selfie-20mp-azul,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/3479/3718/products/5_720x720_crop_center_2ee2781b-231b-4250-b7ad-3930484d93f2.png?v=1663109827,4,,,,,,,,,,,,,,,,,,,,,,,,
