Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Brasil,Included / Internacional,Price / Internacional,Compare At Price / Internacional,Status
fechadura-digital-touch-fr-101-intelbras,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/8829/8800/files/fechadura_digital_touch_de_sobrepor_intelbras_fr_101_367_5_d579f3018a94c6680c286cae351c2173.webp?v=1692103851,5,,,,,,,,,,,,,,,,,,,,,,,,
fechadura-digital-touch-fr-101-intelbras,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/8829/8800/files/fechadura_eletronica_digital_intelbras_fr101_senha_touch_367_6_de0715ab8e20572e5b768fac30ea668f.webp?v=1692103851,6,,,,,,,,,,,,,,,,,,,,,,,,
fechadura-digital-touch-fr-101-intelbras,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/8829/8800/files/fechadura_eletronica_digital_intelbras_fr101_senha_touch_367_1_ca762ece37b3e90be1d554f60c02b240.webp?v=1692103851,7,,,,,,,,,,,,,,,,,,,,,,,,
scanner-canon-lide-300-papel-a4-portatil,Scanner Canon Lide 300 Papel A4 Portátil,"<div id=""product-wrapper"" class=""product-wrapper"" data-product-pagenew=""1"" data-mce-fragment=""1"">
<div class=""product-tabs"" data-mce-fragment=""1"">
<div class=""tabs-content"" data-mce-fragment=""1"">
<div class=""tab rte description-ab active"" id=""descricao"" data-mce-fragment=""1"">
<h2 data-mce-fragment=""1"">Scanner Canon Lide 300 Papel A4 Portátil</h2>
<p data-mce-fragment=""1"">Em modelo compacto e acessível, o Scanner de Mesa Canon Lide 300 é perfeito para quem procura um processo de digitalização simples com um único toque de botão. COm velocidade de digitação em tamanho A4 em 10 segundos e folhas em tamanho 10x 15cm em aproximadamente 5 segundos, o Scanner de mesa tem ainda uma velocidade de 9 segundos para uma pré-visualização, assim dando agilidade ao seu trabalho. Conectando a fonte através de uma porta USB, o Scanner da Canon é a sua melhor escolha em praticidade.</p>
<p data-mce-fragment=""1"">Com um design elegante, compacto e sofisticado o scanner de mesa CanoScan LiDE 300 inclui 4 botões EZ de funcionamento para que seja fácil a sua utilização sem quaisquer problemas para as digitalizações. O scanner CanoScan LiDE300 é perfeito para digitalizações de alta resolução em casa ou no escritório, sendo um scanner compacto e acessível. Para quem procura um processo de digitalização simples com um único toque de botão o scanner CanoScan LiDE300 é perfeito.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Especificações:</strong><br data-mce-fragment=""1"">- Marca: Canon<br data-mce-fragment=""1"">- Modelo: Lide 300<br data-mce-fragment=""1"">- Tipo: Scanner plano<br data-mce-fragment=""1"">- Portátil: Sim<br data-mce-fragment=""1"">- Elemento de digitalização: CIS<br data-mce-fragment=""1"">- Fonte de luz: LED tricolor (RGB)<br data-mce-fragment=""1"">- Resolução óptica: 2400 x 2400 dpi1<br data-mce-fragment=""1"">- Resolução selecionável: 25 - 19 200 dpi2<br data-mce-fragment=""1"">- Interface: USB 2.0 de alta velocidade Mini-B<br data-mce-fragment=""1"">- Gradação de digitalização (a cores): Entrada de 48 bits -&gt; saída de 48/24 bits<br data-mce-fragment=""1"">- Gradação de digitalização (tons de cinzento): Entrada de 16 bits -&gt; saída de 8 bits<br data-mce-fragment=""1"">- Formato máximo de documento: A4/Letter (216 x 297 mm)<br data-mce-fragment=""1"">- Botões de digitalização EZ: 4 botões (PDF, AUTOSCAN (Digitalização automática), COPY (Copiar), SEND (Enviar))<br data-mce-fragment=""1"">- Velocidade de digitalização (A4, 300 dpi, a cores): Aprox. 10 seg.<br data-mce-fragment=""1"">- Velocidade de digitalização (10 x 15 cm, 300 dpi, a cores): Aprox. 5 seg.<br data-mce-fragment=""1"">- Velocidade de pré-visualização: Aprox. 9 seg.<br data-mce-fragment=""1"">- Velocidade ao digitalizar: Aprox. 9 seg<br data-mce-fragment=""1"">- Transformador: Fornecida através da porta USB<br data-mce-fragment=""1"">- Intervalo de temperaturas de funcionamento: 5 - 35 °C<br data-mce-fragment=""1"">- Intervalo de humidade de funcionamento: 10 - 90% de HR, sem formação de condensação</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Software Incluído:</strong><br data-mce-fragment=""1"">- ScanGear para Windows<br data-mce-fragment=""1"">- Scan Utility para Windows</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Consumo de energia:</strong><br data-mce-fragment=""1"">- Aprox. 4,5 W (em funcionamento, máximo)<br data-mce-fragment=""1"">- Aprox. 0,3 W (em espera)</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Sistemas Operativos suportados:</strong><br data-mce-fragment=""1"">- Windows 10, Windows 8.1, Windows 7 SP189<br data-mce-fragment=""1"">- Apenas é possível garantir o funcionamento num PC com Windows 7 ou posterior pré-instalado.<br data-mce-fragment=""1"">- OS X 10.11.6, macOS 10.12 macOS 10.13</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Requisitos Mínimos do Sistema:</strong><br data-mce-fragment=""1"">- Monitor: 1024 x 768 XGA</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Dimensões e Peso:</strong><br data-mce-fragment=""1"">- Tamanho: 250 × 367 × 42 mm<br data-mce-fragment=""1"">- Peso: 2500 gramas (bruto com embalagem)</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Garantia:</strong><br data-mce-fragment=""1"">- 12 meses de fábrica</p>
</div>
</div>
</div>
</div>
<div class=""section-product-related"" data-mce-fragment=""1"">
<div class=""container"" data-mce-fragment=""1"">
<div class=""section-header"" data-mce-fragment=""1""></div>
</div>
</div>",Minha loja,,"","",true,Title,Default Title,,,,,"",2000.0,shopify,223,deny,manual,459.08,500.00,true,false,"",https://cdn.shopify.com/s/files/1/0812/8829/8800/files/scanner_canon_lide_300_papel_a4_portatil_1001_1_5e89a431a1780855d5ed9b1926c7fccc.webp?v=1692075583,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
camera-de-seguranca-a-prova-dagua-app-icsee-wi-fi-bullet-ip66-energia-solar-full-hd,Câmera De Segurança Wi-fi Bullet Ip66 - à prova d'água - App Icsee  - Energia Solar - Full HD,"<br data-mce-fragment=""1""><span data-mce-fragment=""1"">Câmera ip Bullet com Painel de Energia Solar alimentada por bateria recarregável. A câmera de segurança vem com bateria recarregável que pode durar até 5 dias depois de totalmente carregada.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Altíssima qualidade de imagem e vídeo indicada para quem quer manter a segurança dos patrimônios e da família, sem precisar se preocupar com acréscimos na conta de energia no final do mês.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Essa câmera cobre uma área de 120 graus, é possível aplicar zoom de até 3X via app (não tem zoom óptico), lente ampla que fornece um campo de visão maior, você ver as imagens da câmera através do app ICSee em seu telefone. Monitore sua casa em todas as direções e sinta-se mais seguro!</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Áudio bidirecional nítido e IP66 à prova de intempéries: A câmera de segurança solar com microfone e alto-falante embutidos, que fornece conversação bidirecional de alta fidelidade o tempo todo. Você pode ter uma videochamada em tempo real pelo app com quem estiver em frente da câmera em qualquer ocasião e situação.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">A câmera é à prova d'água com certificado de segurança IP66 pode resistir a temperaturas de -15 C a 60 C e ainda funcionar bem em climas adversos, como chuva forte, neve, etc.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">novidade: Detecção de movimento pir: a tecnologia de detecção humana Smart pir reduz o alerta falso, ou seja, quando a câmera detecta movimentos humanos uma notificação é enviada ao seu telefone, o sensor pir consegue distinguir folhas, insetos e animais, com isso os alertas falsos são muito difíceis de ocorrer.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">informações adicionais E descrição dos serviços</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Com ela instalada em sua casa, escritório, comércio e afins você terá um verdadeiro vigia trabalhando 24 horas por dia, 7 dias por semana, monitorando ponta a ponta, sem falhas e sem perder nenhuma informação.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">E o melhor de tudo! Você sempre será avisado, sempre que a câmera detectar algo, automaticamente ela irá enviar uma notificação ao seu celular através do seu celular.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Características da Câmera ip Bullter com Painel Solar:</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Resolução: 2 Megal Pixels (1920x1080)</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Ângulo: 120</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Lente: 3,6 mm3</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Conectividade: Wi-Fi</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Suporte a cartão de memória: sim (até 128GB)</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Proteção à prova d'água: IP66</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Bateria: 18650 mAh</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Stand-by: 180 dias</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Aplicativo (Android e iOS): ICSee</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Itens Inclusos:</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">1 x Câmera ip Bullet</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">1 x Painel Solar</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">2x Baterias Li-Ion</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">1x Manual do usuário</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">3x Parafusos para fixação da câmera</span>",Minha loja,,"","",true,Tamanho,1 unidade,,,,,"",3000.0,shopify,1123,deny,manual,59.30,199.99,true,false,"",https://cdn.shopify.com/s/files/1/0812/8829/8800/files/5382740871_1_1.webp?v=1692073249,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/8829/8800/files/5382740871_1_1.webp?v=1692073249,kg,,,true,true,,,active
camera-de-seguranca-a-prova-dagua-app-icsee-wi-fi-bullet-ip66-energia-solar-full-hd,,,,,,,,,2 unidades,,,,,"",3000.0,shopify,1123,deny,manual,106.10,400.00,true,false,"",https://cdn.shopify.com/s/files/1/0812/8829/8800/files/translated_5.jpg?v=1692073250,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/8829/8800/files/5382740871_1_1.webp?v=1692073249,kg,,,,,,,
camera-de-seguranca-a-prova-dagua-app-icsee-wi-fi-bullet-ip66-energia-solar-full-hd,,,,,,,,,3 unidades,,,,,"",3000.0,shopify,1123,deny,manual,151.10,600.00,true,false,"",https://cdn.shopify.com/s/files/1/0812/8829/8800/files/translated_4.jpg?v=1692073251,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/8829/8800/files/5382740871_1_1.webp?v=1692073249,kg,,,,,,,
camera-de-seguranca-a-prova-dagua-app-icsee-wi-fi-bullet-ip66-energia-solar-full-hd,,,,,,,,,4 unidades,,,,,"",3000.0,shopify,1123,deny,manual,200.60,800.00,true,true,"",https://cdn.shopify.com/s/files/1/0812/8829/8800/files/translated_3.jpg?v=1692073251,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/8829/8800/files/5382740871_1_1.webp?v=1692073249,kg,,,,,,,
camera-de-seguranca-a-prova-dagua-app-icsee-wi-fi-bullet-ip66-energia-solar-full-hd,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/8829/8800/files/translated_2.jpg?v=1692073251,5,,,,,,,,,,,,,,,,,,,,,,,,
camera-de-seguranca-a-prova-dagua-app-icsee-wi-fi-bullet-ip66-energia-solar-full-hd,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/8829/8800/files/translated_1.jpg?v=1692073251,6,,,,,,,,,,,,,,,,,,,,,,,,
